cluster_number	centroid	host_group	status	aln_best_pct_id	blastn_best_pct_id	best_pct_id	best_hit_name	taxonomy_level
569	ERR11203043_2511650_ka_f_12.833_L_2511650_L_2511650_:84-1259	Canine	ncbi_virus	NA	93.872	93.872	Canis familiaris papillomavirus 14	known_species
570	ERR11203063_118344_ka_f_5.200_:84-1238	Canine	ncbi_virus	NA	99.913	99.913	Canis familiaris papillomavirus 20	known_species
571	ERR11785783_542324_ka_f_124.224_L_542324_L_542324_:87-1253	Bovine	novel	NA	NA	NA	NA	no_hit
572	ERR1301447_2108_ka_f_5.661_:51-1232	Bat	novel	NA	NA	NA	NA	no_hit
573	ERR1332600_34091_ka_f_38.937_L_15724_L_92063_:96-1301	Metagenome	ncbi_virus	NA	99.751	99.751	Human papillomavirus	known_species
574	ERR1992808_921539_ka_f_7.462_:0-1163	Other	ncbi_virus	NA	100	100	Trichechus manatus latirostris papillomavirus 3	known_species
575	SRR11783907_19_ka_f_21.851_L_8393_L_12745_L_12884_:48-1256	Human	ncbi_virus	NA	98.675	98.675	Human papillomavirus	known_species
576	SRR11842090_13702_ka_f_15.282_:75-1253	Bovine	novel	NA	NA	NA	NA	no_hit
577	SRR12596806_17216_ka_f_11.744_L_17216_L_17216_:75-1250	Other	novel	NA	NA	NA	NA	no_hit
578	SRR12791959_2140_ka_f_9.377_L_45915_L_5469_:60-1277	Human	ncbi_virus	NA	99.507	99.507	Human papillomavirus	known_species
579	SRR13233338_88436_ka_f_18.558_:138-1316	Canine	ncbi_virus	NA	99.915	99.915	Papillomavirus canis8363	known_species
580	SRR13235192_177217_ka_f_211.739_L_177217_L_177217_:96-1274	Canine	novel	NA	80.017	80.017	Canis familiaris papillomavirus 19	new_species
581	SRR13235220_9564_ka_f_29.494_:84-1268	Canine	novel	NA	NA	NA	NA	no_hit
582	SRR13783792_45920_ka_f_54.088_L_45920_L_45920_:81-1304	Mustelid	novel	NA	NA	NA	NA	no_hit
583	SRR13789172_222077_ka_f_25.494_L_545062_:90-1208	Human	ncbi_virus	NA	99.642	99.642	Human papillomavirus	known_species
584	SRR13789200_626345_ka_f_54.561_L_33355_L_749643_L_347564_:0-1211	Human	ncbi_virus	NA	99.339	99.339	Human papillomavirus 143	known_species
585	SRR13789583_31555_ka_f_8.200_:48-1259	Human	novel	NA	86.942	86.942	Human papillomavirus 116	new_species
586	SRR13789974_47431_ka_f_183.482_L_47431_L_47431_:72-1289	Human	ncbi_virus	NA	99.918	99.918	Human papillomavirus	known_species
587	SRR14611555_2230_ka_f_23.050_L_2230_L_2230_:267-1421	Metagenome	novel	NA	NA	NA	NA	no_hit
588	SRR15046105_1835_ka_f_6.093_:0-1106	Ray-finned Fish	novel	NA	87.161	87.161	synthetic construct	new_species
589	SRR1622899_53_ka_f_2218.022_L_62_L_497_L_499_:192-1421	Human	ncbi_virus	NA	93.328	93.328	Human papillomavirus	known_species
590	SRR16611435_9052_ka_f_192.566_L_9052_L_9052_:249-1427	Rodent	novel	NA	NA	NA	NA	no_hit
591	SRR16938422_12360_ka_f_9.149_:147-1364	Other	ncbi_virus	NA	98.439	98.439	Gammapapillomavirus 22	known_species
592	SRR16955421_10395_ka_f_7.047_:141-1340	Rodent	ncbi_virus	NA	99.416	99.416	Human papillomavirus	known_species
593	SRR18400592_8484_ka_f_15.001_L_1407178_:225-1397	Canine	ncbi_virus	NA	99.744	99.744	Canine papillomavirus 23	known_species
594	SRR20701368_3697_ka_f_81.159_L_390569_L_423575_L_243499_:45-1184	Amphibian	novel	NA	NA	NA	NA	no_hit
595	SRR20985014_1849650_ka_f_6.000_:93-1253	Ursine	novel	NA	NA	NA	NA	no_hit
596	SRR21284445_1_ka_f_92.391_L_1_L_1_:6-1205	Non-human Primate	ncbi_virus	NA	100	100	Varecia variegata papillomavirus 2	known_species
597	SRR2146115_0_ka_f_61.790_:81-1262	Bovine	ncbi_virus	NA	100	100	Alces alces papillomavirus 1	known_species
598	SRR22028468_199653_ka_f_18.451_L_199653_L_199653_:69-1301	Reptile	novel	NA	NA	NA	NA	no_hit
599	SRR22071704_12049_ka_f_77.775_L_52033_L_23986_L_52033_:78-1268	Rodent	ncbi_virus	NA	99.581	99.581	Rodent papillomavirus	known_species
600	SRR22462927_6462_ka_f_74.837_L_6462_L_427133_L_6462_:216-1367	Human	novel	NA	85.208	85.208	Human papillomavirus	new_species
601	SRR22765732_102252_ka_f_17.494_:156-1376	Human	ncbi_virus	NA	99.918	99.918	Gammapapillomavirus 24	known_species
602	SRR22765732_302938_ka_f_25.717_L_447294_L_447294_:105-1316	Human	ncbi_virus	NA	99.009	99.009	Human papillomavirus	known_species
603	SRR23999404_33876_ka_f_8.188_L_1035961_L_1039786_:60-1280	Metagenome	ncbi_virus	NA	99.098	99.098	human papillomavirus 118	known_species
604	SRR24719138_20345_ka_f_25.949_L_20345_L_20345_L_46153_:45-1142	Amphibian	novel	NA	NA	NA	NA	no_hit
605	SRR24725051_232888_ka_f_26.173_L_6115604_L_1268227_:18-1307	Amphibian	novel	NA	NA	NA	NA	no_hit
606	SRR24905859_18489_ka_f_75.260_L_81321_L_122714_L_189755_:0-1139	Human	novel	NA	80.648	80.648	human papillomavirus 82	new_species
607	SRR24963196_44112_ka_f_39.614_L_1050515_L_4252764_L_4782298_:60-1181	Bovine	novel	NA	NA	NA	NA	no_hit
608	SRR25288616_24264_ka_f_34.714_L_10978_L_257429_L_282283_:54-1256	Bat	novel	NA	77.851	77.851	Bat papillomavirus	new_species
609	SRR25288681_1210_ka_f_60.565_L_205927_L_514796_L_60310_L_64311_:84-1274	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
610	SRR25288687_9040_ka_f_23.487_L_9040_L_9040_:51-1223	Bat	ncbi_virus	NA	100	100	Scotophilus kuhlii papillomavirus 1	known_species
611	SRR25288693_7121_ka_f_24.388_L_71834_:81-1289	Bat	novel	NA	80.61	80.61	Bat papillomavirus	new_species
612	SRR25288736_1856_ka_f_13.186_:57-1250	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
613	SRR25288812_51618_ka_f_30.042_L_245218_L_20800_:81-1295	Bat	novel	NA	76.923	76.923	Bat papillomavirus	new_species
614	SRR2566034_10401_ka_f_13.131_L_10401_L_10401_:69-1286	Human	ncbi_virus	NA	99.753	99.753	Gammapapillomavirus sp.	known_species
615	SRR25790691_65511_ka_f_176.140_L_79475_:135-1352	Human	novel	NA	79.639	79.639	Human papillomavirus	new_species
616	SRR25936516_7739_ka_f_10.514_L_22578_:60-1265	Human	novel	NA	NA	NA	NA	no_hit
617	SRR26208200_830113_ka_f_53.281_L_1001689_L_843656_:63-1280	Human	novel	NA	81.893	81.893	Human papillomavirus	new_species
618	SRR26395417_738037_ka_f_198.467_L_738037_L_738037_:138-1337	Porcine	novel	NA	NA	NA	NA	no_hit
619	SRR27078533_6343_ka_f_35.747_L_6343_L_6343_:69-1286	Human	ncbi_virus	NA	98.028	98.028	human papillomavirus 131	known_species
620	SRR3672741_4018_ka_f_2750.056_L_29840_L_29841_L_7655_L_16227_:51-1226	Other	novel	NA	NA	NA	NA	no_hit
621	SRR6150429_3023_ka_f_31.700_L_3023_L_3023_:78-1289	Rodent	ncbi_virus	NA	99.587	99.587	Human papillomavirus	known_species
622	SRR6442906_1193_ka_f_21.711_L_22765_L_22769_:78-1208	Human	ncbi_virus	NA	99.735	99.735	Human papillomavirus 204	known_species
623	SRR6442947_636_ka_f_33.491_L_8957_:75-1283	Human	ncbi_virus	NA	100	100	Gammapapillomavirus sp.	known_species
624	SRR7287334_9179_ka_f_6.861_:255-1445	Avian	novel	NA	73.128	73.128	Papillomavirus luscinia7441	new_species
625	SRR7687906_33631_ka_f_41.530_L_150439_L_139515_:0-1190	Human	ncbi_virus	NA	99.916	99.916	Human papillomavirus	known_species
626	SRR7688426_29_ka_f_15.844_L_68_L_90_:105-1328	Human	ncbi_virus	NA	99.509	99.509	Human papillomavirus	known_species
627	SRR7688504_2094_ka_f_60.516_L_7772_L_2969_:0-1163	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
628	SRR7688793_1715_ka_f_68.462_L_121985_L_124374_L_2619_:3-1211	Human	ncbi_virus	NA	99.502	99.502	human papillomavirus 25	known_species
629	SRR7688806_60_ka_f_92.130_L_562_L_15554_L_9282_L_19879_:123-1319	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
630	SRR9897644_673202_ka_f_7.942_:60-1205	Ray-finned Fish	novel	NA	NA	NA	NA	no_hit
631	SRR16368196Score=583.443_Edges=4615_2623_5721_8235_4925_975_8577_7001_6999_7959_6123_6119_2897_1207_3917_3915_4849_779_5439_9429_4309_9429_5439_779_4849_3915_3917_1207_2897_3909_3907_531_8573_8577_975_4925_6791_2905_7087_7089_2889_Position=29_Alignment=40M1I81M31I6M43I137M1D70M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	NA	NA	NA	no_hit
632	ERR3209880Score=650.84_Edges=125_85_83_19_137_235_239_107_Position=290_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	novel	NA	85.146	85.146	Betapapillomavirus 1	new_species
633	ERR3974441Score=659.81_Edges=216571_91725_91727_181389_74849_12851_Position=333_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.748	89.748	human papillomavirus 36	new_species
634	ERR3974473Score=647.541_Edges=1736391_1736387_1135909_1135907_699345_Position=32_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	blastn	NA	95.574	95.574	human papillomavirus 36	known_species
635	SRR7688919Score=667.783_Edges=76301_69179_56015_56017_89747_8549_10829_79277_1135_1137_69487_89987_89983_84871_34521_26059_26057_39781_22105_Position=0_Alignment=40M1I81M1D136M10I8M1I70M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	92.677	92.677	Human papillomavirus 105	known_species
636	SRR7688748Score=666.857_Edges=77189_122237_122239_103841_9949_6375_114887_114889_94261_39489_19927_98741_61871_38777_38779_107_72427_72429_789_19027_19023_84305_84303_81613_39457_39453_106503_114629_18339_97597_91423_96589_22793_88757_25221_28625_28623_53311_48617_88483_83685_98101_92443_92441_42311_8211_64325_64329_40253_4565_83255_83259_9673_17465_7157_12667_73931_100291_14479_112571_112563_38643_94667_117321_117323_7641_22005_29283_29287_27783_76959_Position=126_Alignment=40M1I81M1D136M10I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	86.942	86.942	Human papillomavirus 105	new_species
637	SRR14825287Score=647.913_Edges=35_55_101_Position=24_Alignment=40M1I81M1D41M1I95M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	89.587	89.587	Human papillomavirus type 38b	new_species
638	SRR1622844Score=661.431_Edges=10089_10087_9917_Position=794_Alignment=40M2I81M1D136M6I8M1I129M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	ncbi_virus	NA	99.835	99.835	Human papillomavirus 95	known_species
639	SRR26848456Score=646.634_Edges=51459_Position=2929_Alignment=40M1D80M1D136M7I8M3I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	83.596	83.596	Human papillomavirus 138	new_species
640	SRR7688471Score=650.562_Edges=1493_1453_8799_5747_11183_8335_8339_18853_16901_16355_6145_6649_19137_955_951_14103_8667_8669_1671_595_11591_1775_12817_4957_8927_12869_16745_14567_14569_15553_3265_2549_2551_10375_8287_12661_12663_Position=416_Alignment=40M1I81M1D136M7I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	novel	NA	86.867	86.867	Human papillomavirus 145	new_species
641	SRR5832142Score=646.582_Edges=211_443_Position=192_Alignment=40M1D80M1D39M2D95M5I8M1I70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Ray-finned Fish	ncbi_virus	NA	100	100	Mus musculus papillomavirus type 1	known_species
642	ERR10187989Score=623.062_Edges=5_Position=1621_Alignment=40M1D80M1D40M2D94M6I6M4D68M2I59M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bovine	ncbi_virus	NA	99.916	99.916	Bos taurus papillomavirus 39	known_species
643	SRR15719352Score=644.901_Edges=23565_4659_18781_18785_22625_22621_Position=603_Alignment=40M2I224M1D70M2D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Metagenome	novel	NA	87.29	87.29	Human papillomavirus 16	new_species
644	SRR18086812Score=629.853_Edges=98195_98201_10289_10291_Position=45_Alignment=40M2I122M1D101M1D71M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Other	ncbi_virus	NA	90.723	90.723	human papillomavirus 58	known_species
645	SRR2063924Score=650.799_Edges=45_51_13_17_Position=555_Alignment=266M1I68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Bat	ncbi_virus	NA	100	100	Papillomavirus rhinolophus4626	known_species
646	SRR21838346Score=641.984_Edges=9_Position=3571_Alignment=40M1D224M1D70M1D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Non-human Primate	ncbi_virus	NA	100	100	Pan paniscus papillomavirus 1	known_species
647	SRR8509859Score=630.802_Edges=39_33_153_13_Position=2176_Alignment=264M3D67M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Human	blastn	NA	90.557	90.557	human papillomavirus 35	known_species
648	SRR4332828Score=303.531_Edges=85_Position=1359_Alignment=9M1I31M3D27M1D44M10D33M15I16M3I21M1I16M4I46M14D64M5D55M_ScaffoldSuperpaths=_OriginScaffoldPath=	Amphibian	ncbi_virus	NA	100	100	Papillomavirus rana5986	known_species
649	SRR4332828Score=261.287_Edges=143_147_173_167_107_53_109_Position=427_Alignment=6M1I34M2D35M1D43M8D29M17I14M2I23M1D15M3I40M17D68M6D53M_ScaffoldSuperpaths=_OriginScaffoldPath=	Amphibian	novel	NA	NA	NA	NA	no_hit
650	DRR319698Score=299.228_Edges=9_Position=54_Alignment=40M2D30M1I86M9D28M1D15M3I44M4D5M2D68M3D58M_ScaffoldSuperpaths=_OriginScaffoldPath=	Ray-finned Fish	novel	NA	NA	NA	NA	no_hit
651	DRR336006_10198_ka_f_37.208_:108-1289	Other	novel	NA	NA	NA	NA	no_hit
652	ERR10447054_307295_ka_f_16.136_L_307295_L_307295_:96-1286	Canine	ncbi_virus	NA	100	100	Vulpes vulpes papillomavirus 1	known_species
653	ERR10942642_120924_ka_f_40.186_L_120924_L_120924_:141-1346	Non-human Primate	novel	NA	NA	NA	NA	no_hit
654	ERR11271768_87624_ka_f_15.430_L_15196277_:234-1412	Canine	novel	NA	NA	NA	NA	no_hit
655	ERR11284567_560642_ka_f_1482.555_L_13182773_L_13294070_L_752176_:210-1388	Canine	novel	NA	NA	NA	NA	no_hit
656	ERR11318753_215_ka_f_11.191_:198-1379	Human	ncbi_virus	NA	99.492	99.492	human papillomavirus 89	known_species
657	ERR1332591_10086_ka_f_91.774_L_1239196_L_2477_:126-1337	Metagenome	ncbi_virus	NA	95.613	95.613	Gammapapillomavirus 9	known_species
658	ERR2850639_484271_ka_f_25.795_L_484271_L_484271_:72-1301	Ray-finned Fish	novel	NA	88.78	88.78	Papillomavirus gadus5887	new_species
659	ERR3675775_12414_ka_f_165.913_L_12414_L_12414_:105-1334	Metagenome	ncbi_virus	NA	99.675	99.675	Human papillomavirus 171	known_species
660	ERR7528825_1270_ka_f_20.496_L_1270_L_1270_:72-1280	Human	ncbi_virus	NA	98.344	98.344	Human papillomavirus	known_species
661	SRR10002804_20302_ka_f_7.863_:129-1313	Metagenome	ncbi_virus	NA	99.916	99.916	Human papillomavirus 117	known_species
662	SRR11817823_1220_ka_f_76.684_L_1220_L_1220_:87-1277	Other	ncbi_virus	NA	99.832	99.832	Human papillomavirus	known_species
663	SRR12089738_3055_ka_f_386.640_L_327336_L_327336_:102-1334	Human	ncbi_virus	NA	90.179	90.179	Human papillomavirus 202	known_species
664	SRR13234992_37666_ka_f_28.625_:84-1265	Canine	ncbi_virus	NA	100	100	Papillomavirus canis7118	known_species
665	SRR13725997_12375_ka_f_31.931_L_300733_L_605001_L_682910_:123-1331	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
666	SRR13789197_86377_ka_f_10.000_L_128629_:126-1319	Human	ncbi_virus	NA	99.497	99.497	Human papillomavirus	known_species
667	SRR13789200_435849_ka_f_210.756_L_435849_L_435849_:69-1286	Human	ncbi_virus	NA	99.836	99.836	Human papillomavirus	known_species
668	SRR13789490_11718_ka_f_15.136_:99-1298	Human	ncbi_virus	NA	98.832	98.832	Human papillomavirus type 210	known_species
669	SRR13789591_29518_ka_f_12.141_:81-1208	Human	novel	NA	76.611	76.611	Human papillomavirus	new_species
670	SRR13789912_29274_ka_f_18.312_L_29274_L_29274_:72-1274	Human	novel	NA	77.051	77.051	Gammapapillomavirus 12	new_species
671	SRR13789933_12475_ka_f_10.529_:93-1307	Human	novel	NA	80.348	80.348	Human papillomavirus	new_species
672	SRR13789974_1499_ka_f_279.303_L_1499_L_1499_:96-1307	Human	ncbi_virus	NA	99.257	99.257	Human papillomavirus	known_species
673	SRR14129908_9407_ka_f_90.295_L_9407_L_650046_L_9407_L_650046_:99-1274	Canine	ncbi_virus	NA	100	100	Canis familiaris papillomavirus 2	known_species
674	SRR14731645_254385_ka_f_11.562_L_9849982_L_4506929_:45-1166	Amphibian	novel	NA	NA	NA	NA	no_hit
675	SRR14825199_4094_ka_f_48.715_:75-1280	Human	novel	NA	84.463	84.463	Gammapapillomavirus sp.	new_species
676	SRR15239218_443_ka_f_255.616_L_395_L_395_:123-1319	Human	ncbi_virus	NA	99.749	99.749	human papillomavirus 114	known_species
677	SRR15292755_1259225_ka_f_59.198_L_1259225_L_1259225_:159-1334	Feline	ncbi_virus	NA	100	100	Papillomavirus panthera8334	known_species
678	SRR17035102_23469_ka_f_64.311_L_1444328_L_1041166_:111-1286	Cervine	novel	NA	73.702	73.702	Capra hircus papillomavirus 1	new_species
679	SRR17035102_79120_ka_f_10.739_:144-1247	Cervine	novel	NA	NA	NA	NA	no_hit
680	SRR17035106_3316_ka_f_20.135_L_550708_L_550708_:54-1202	Cervine	novel	NA	NA	NA	NA	no_hit
681	SRR19115560_2307_ka_f_39.696_:54-1280	Bat	novel	NA	NA	NA	NA	no_hit
682	SRR19145031_2264_ka_f_15.438_L_73617_L_37972_:141-1346	Human	ncbi_virus	NA	100	100	human papillomavirus 101	known_species
683	SRR19145033_35471_ka_f_17.010_L_35471_L_35471_:78-1289	Human	ncbi_virus	NA	99.257	99.257	Human papillomavirus	known_species
684	SRR20730070_355699_ka_f_5.329_:87-1271	Rodent	novel	NA	NA	NA	NA	no_hit
685	SRR2146113_0_ka_f_61.608_:93-1277	Canine	ncbi_virus	NA	100	100	Canis familiaris papillomavirus 3	known_species
686	SRR21973340_223208_ka_f_10.551_L_322459_L_115933_L_946037_:120-1295	Human	ncbi_virus	NA	98.796	98.796	Human papillomavirus	known_species
687	SRR22071707_5453_ka_f_73.655_L_5453_L_5453_:123-1208	Rodent	novel	NA	85.912	85.912	Rattus norvegicus papillomavirus 3	new_species
688	SRR24184640_192549_ka_f_20.737_L_192549_L_192549_:42-1178	Amphibian	novel	NA	NA	NA	NA	no_hit
689	SRR24580096_1_ka_f_122.317_L_5_L_9_:240-1433	Other	ncbi_virus	NA	100	100	Leptonychotes weddellii papillomavirus 6	known_species
690	SRR24580102_7_ka_f_365.615_L_666_L_667_:234-1421	Other	blastn	NA	100	100	Leptonychotes weddellii papillomavirus 11	known_species
691	SRR24580105_1_ka_f_42.586_L_12_L_12_:240-1433	Other	blastn	NA	100	100	Arctocephalus gazella papillomavirus 1	known_species
692	SRR24580106_1_ka_f_83.760_L_13_L_13_:237-1421	Other	blastn	NA	100	100	Hydrurga leptonyx papillomavirus 1	known_species
693	SRR24580106_2_ka_f_132.417_L_2_L_2_:66-1262	Other	blastn	NA	100	100	Hydrurga leptonyx papillomavirus 3	known_species
694	SRR24724941_48294_ka_f_26.790_L_48294_L_48294_:57-1349	Amphibian	novel	NA	NA	NA	NA	no_hit
695	SRR25256528_292062_ka_f_517.540_L_292062_L_292062_:477-1652	Pangolin	novel	NA	NA	NA	NA	no_hit
696	SRR25256529_228985_ka_f_11.800_L_1739997_L_3462011_:0-1124	Pangolin	novel	NA	NA	NA	NA	no_hit
697	SRR25256564_207500_ka_f_17.658_L_207500_L_207500_:246-1421	Pangolin	novel	NA	75.042	75.042	Manis pentadactyla papillomavirus 1	new_species
698	SRR25288481_627694_ka_f_41.173_L_743053_L_816730_:0-1163	Bat	novel	NA	77.702	77.702	Bat papillomavirus	new_species
699	SRR25288506_3447_ka_f_17.050_L_199506_L_208658_L_471264_:0-1163	Bat	novel	NA	85.393	85.393	Rhinolophus bat papillomavirus 1	new_species
700	SRR25288617_648_ka_f_21.423_L_166237_L_3255277_:0-1154	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
701	SRR25288692_295630_ka_f_125.576_L_572282_L_376099_:51-1217	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
702	SRR25288726_79248_ka_f_17.972_L_715767_:102-1313	Bat	novel	NA	79.399	79.399	Bat papillomavirus	new_species
703	SRR25288772_123409_ka_f_11.359_L_546643_L_737410_:0-1142	Bat	novel	NA	84.481	84.481	Rhinolophus bat papillomavirus 1	new_species
704	SRR25288818_386865_ka_f_23.957_L_407280_:51-1226	Bat	ncbi_virus	NA	100	100	Bat papillomavirus	known_species
705	SRR25288825_178043_ka_f_12.430_L_814548_L_733799_:117-1298	Bat	novel	NA	74.452	74.452	Rhinolophus bat papillomavirus 1	new_species
706	SRR25663069_401327_ka_f_559.276_L_2090897_L_2255657_L_861725_L_2575375_:0-1175	Avian	novel	NA	NA	NA	NA	no_hit
707	SRR26324875_0_ka_f_80.714_L_0_L_0_:78-1280	Non-human Primate	blastn	NA	100	100	Varecia rubra papillomavirus 1	known_species
708	SRR26458551_5566_ka_f_34.771_L_5566_L_5566_:135-1352	Human	ncbi_virus	NA	93.328	93.328	Human papillomavirus	known_species
709	SRR26848413_15197_ka_f_574.975_L_15197_L_15197_:78-1307	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
710	SRR27078892_130_ka_f_177.709_L_130_L_130_:81-1271	Human	ncbi_virus	NA	98.571	98.571	Human papillomavirus	known_species
711	SRR5042766_2243_ka_f_10.000_:39-1166	Amphibian	novel	NA	NA	NA	NA	no_hit
712	SRR5415516_8625_ka_f_21.467_L_8625_L_8625_:63-1244	Rodent	ncbi_virus	NA	100	100	Papillomavirus rodent7632	known_species
713	SRR5447173_250_ka_f_13.993_L_250_L_250_:204-1379	Rodent	ncbi_virus	NA	99.404	99.404	Papillomavirus meriones7946	known_species
714	SRR6216855_1616_ka_f_14.742_:69-1286	Human	novel	NA	83.129	83.129	human papillomavirus 200	new_species
715	SRR6442966_1574_ka_f_10.406_L_29474_:72-1283	Human	novel	NA	73.967	73.967	Human papillomavirus	new_species
716	SRR6473784_41693_ka_f_22.400_L_41693_L_41693_:63-1328	Ray-finned Fish	ncbi_virus	NA	100	100	Papillomavirus coryphaenoides5875	known_species
717	SRR7621212_919182_ka_f_8.213_:102-1280	Feline	ncbi_virus	NA	98.981	98.981	Papillomavirus felis7983	known_species
718	SRR7687706_223_ka_f_33.766_L_20312_L_18038_:0-1205	Human	novel	NA	89.395	89.395	Human papillomavirus 15	new_species
719	SRR7687725_1801_ka_f_6.700_:96-1310	Human	ncbi_virus	NA	100	100	Human papillomavirus	known_species
720	SRR7687746_22_ka_f_29.539_L_22_L_21248_L_22_:90-1298	Human	ncbi_virus	NA	93.942	93.942	human papillomavirus 163	known_species
